period,fueltypeid,fuelTypeDescription,generation,generation-units,year,month
2002-09-01,ALL,all fuels,331279.434,thousand megawatthours,2002,9
2002-09-01,COL,"coal, excluding waste coal",164653.224,thousand megawatthours,2002,9
2002-09-01,WND,wind,735.828,thousand megawatthours,2002,9
2002-09-01,NUC,nuclear,64480.79,thousand megawatthours,2002,9
2002-09-01,NG,natural gas,68161.131,thousand megawatthours,2002,9
2002-09-01,HYC,conventional hydroelectric,17086.782,thousand megawatthours,2002,9
2002-09-01,SUN,solar,52.608,thousand megawatthours,2002,9
2002-08-01,NG,natural gas,84476.867,thousand megawatthours,2002,8
2002-08-01,HYC,conventional hydroelectric,21083.924,thousand megawatthours,2002,8
2002-08-01,COL,"coal, excluding waste coal",179271.926,thousand megawatthours,2002,8
2002-08-01,ALL,all fuels,374585.819,thousand megawatthours,2002,8
2002-08-01,WND,wind,976.691,thousand megawatthours,2002,8
2002-08-01,SUN,solar,74.925,thousand megawatthours,2002,8
2002-08-01,NUC,nuclear,70777.688,thousand megawatthours,2002,8
2002-07-01,COL,"coal, excluding waste coal",182450.606,thousand megawatthours,2002,7
2002-07-01,WND,wind,890.455,thousand megawatthours,2002,7
2002-07-01,SUN,solar,85.537,thousand megawatthours,2002,7
2002-07-01,NG,natural gas,83917.269,thousand megawatthours,2002,7
2002-07-01,ALL,all fuels,381542.107,thousand megawatthours,2002,7
2002-07-01,NUC,nuclear,70420.827,thousand megawatthours,2002,7
2002-07-01,HYC,conventional hydroelectric,25470.647,thousand megawatthours,2002,7
2002-06-01,ALL,all fuels,341023.144,thousand megawatthours,2002,6
2002-06-01,WND,wind,1126.315,thousand megawatthours,2002,6
2002-06-01,SUN,solar,95.543,thousand megawatthours,2002,6
2002-06-01,NUC,nuclear,66371.896,thousand megawatthours,2002,6
2002-06-01,NG,natural gas,65631.018,thousand megawatthours,2002,6
2002-06-01,HYC,conventional hydroelectric,28212.847,thousand megawatthours,2002,6
2002-06-01,COL,"coal, excluding waste coal",164061.735,thousand megawatthours,2002,6
2002-05-01,ALL,all fuels,307674.569,thousand megawatthours,2002,5
2002-05-01,NUC,nuclear,63032.192,thousand megawatthours,2002,5
2002-05-01,WND,wind,1077.641,thousand megawatthours,2002,5
2002-05-01,SUN,solar,57.64,thousand megawatthours,2002,5
2002-05-01,HYC,conventional hydroelectric,26662.695,thousand megawatthours,2002,5
2002-05-01,NG,natural gas,50275.237,thousand megawatthours,2002,5
2002-05-01,COL,"coal, excluding waste coal",150833.008,thousand megawatthours,2002,5
2002-04-01,HYC,conventional hydroelectric,24246.605,thousand megawatthours,2002,4
2002-04-01,NUC,nuclear,58437.062,thousand megawatthours,2002,4
2002-04-01,NG,natural gas,49146.409,thousand megawatthours,2002,4
2002-04-01,COL,"coal, excluding waste coal",141641.076,thousand megawatthours,2002,4
2002-04-01,ALL,all fuels,289848.253,thousand megawatthours,2002,4
2002-04-01,WND,wind,1024.417,thousand megawatthours,2002,4
2002-04-01,SUN,solar,45.858,thousand megawatthours,2002,4
2002-03-01,HYC,conventional hydroelectric,21008.813,thousand megawatthours,2002,3
2002-03-01,ALL,all fuels,302549.011,thousand megawatthours,2002,3
2002-03-01,COL,"coal, excluding waste coal",150782.461,thousand megawatthours,2002,3
2002-03-01,WND,wind,852.102,thousand megawatthours,2002,3
2002-03-01,SUN,solar,44.397,thousand megawatthours,2002,3
2002-03-01,NUC,nuclear,63040.647,thousand megawatthours,2002,3
2002-03-01,NG,natural gas,51214.464,thousand megawatthours,2002,3
2002-02-01,ALL,all fuels,281825.712,thousand megawatthours,2002,2
2002-02-01,WND,wind,713.932,thousand megawatthours,2002,2
2002-02-01,SUN,solar,23.565,thousand megawatthours,2002,2
2002-02-01,NUC,nuclear,61658.274,thousand megawatthours,2002,2
2002-02-01,NG,natural gas,44308.431,thousand megawatthours,2002,2
2002-02-01,HYC,conventional hydroelectric,20191.683,thousand megawatthours,2002,2
2002-02-01,COL,"coal, excluding waste coal",142433.918,thousand megawatthours,2002,2
2002-01-01,COL,"coal, excluding waste coal",163589.634,thousand megawatthours,2002,1
2002-01-01,ALL,all fuels,319941.476,thousand megawatthours,2002,1
2002-01-01,WND,wind,811.402,thousand megawatthours,2002,1
2002-01-01,SUN,solar,11.32,thousand megawatthours,2002,1
2002-01-01,NUC,nuclear,70925.863,thousand megawatthours,2002,1
2002-01-01,NG,natural gas,48412.832,thousand megawatthours,2002,1
2002-01-01,HYC,conventional hydroelectric,21794.932,thousand megawatthours,2002,1
2001-12-01,ALL,all fuels,305496.328,thousand megawatthours,2001,12
2001-12-01,WND,wind,615.657,thousand megawatthours,2001,12
2001-12-01,SUN,solar,4.036,thousand megawatthours,2001,12
2001-12-01,NUC,nuclear,67430.878,thousand megawatthours,2001,12
2001-12-01,NG,natural gas,47540.861,thousand megawatthours,2001,12
2001-12-01,HYC,conventional hydroelectric,19346.314,thousand megawatthours,2001,12
2001-12-01,COL,"coal, excluding waste coal",156558.068,thousand megawatthours,2001,12
2001-11-01,ALL,all fuels,278933.942,thousand megawatthours,2001,11
2001-11-01,NUC,nuclear,62341.711,thousand megawatthours,2001,11
2001-11-01,NG,natural gas,44490.622,thousand megawatthours,2001,11
2001-11-01,COL,"coal, excluding waste coal",143282.037,thousand megawatthours,2001,11
2001-11-01,WND,wind,470.448,thousand megawatthours,2001,11
2001-11-01,SUN,solar,14.289,thousand megawatthours,2001,11
2001-11-01,HYC,conventional hydroelectric,15412.929,thousand megawatthours,2001,11
2001-10-01,HYC,conventional hydroelectric,15234.503,thousand megawatthours,2001,10
2001-10-01,COL,"coal, excluding waste coal",148080.151,thousand megawatthours,2001,10
2001-10-01,ALL,all fuels,294733.613,thousand megawatthours,2001,10
2001-10-01,WND,wind,606.829,thousand megawatthours,2001,10
2001-10-01,NUC,nuclear,60460.967,thousand megawatthours,2001,10
2001-10-01,NG,natural gas,56376.441,thousand megawatthours,2001,10
2001-10-01,SUN,solar,20.813,thousand megawatthours,2001,10
2001-09-01,SUN,solar,64.803,thousand megawatthours,2001,9
2001-09-01,HYC,conventional hydroelectric,15256.027,thousand megawatthours,2001,9
2001-09-01,COL,"coal, excluding waste coal",153301.734,thousand megawatthours,2001,9
2001-09-01,ALL,all fuels,306928.866,thousand megawatthours,2001,9
2001-09-01,NUC,nuclear,63378.451,thousand megawatthours,2001,9
2001-09-01,NG,natural gas,60181.14,thousand megawatthours,2001,9
2001-09-01,WND,wind,490.229,thousand megawatthours,2001,9
2001-08-01,SUN,solar,85.299,thousand megawatthours,2001,8
2001-08-01,HYC,conventional hydroelectric,18913.768,thousand megawatthours,2001,8
2001-08-01,COL,"coal, excluding waste coal",182282.841,thousand megawatthours,2001,8
2001-08-01,ALL,all fuels,370532.828,thousand megawatthours,2001,8
2001-08-01,NUC,nuclear,68389.496,thousand megawatthours,2001,8
2001-08-01,NG,natural gas,78409.804,thousand megawatthours,2001,8
2001-08-01,WND,wind,577.206,thousand megawatthours,2001,8
2001-07-01,HYC,conventional hydroelectric,18079.119,thousand megawatthours,2001,7
2001-07-01,COL,"coal, excluding waste coal",178195.611,thousand megawatthours,2001,7
2001-07-01,ALL,all fuels,357613.7,thousand megawatthours,2001,7
2001-07-01,WND,wind,634.992,thousand megawatthours,2001,7
2001-07-01,SUN,solar,91.994,thousand megawatthours,2001,7
2001-07-01,NUC,nuclear,69166.04,thousand megawatthours,2001,7
2001-07-01,NG,natural gas,73030.142,thousand megawatthours,2001,7
2001-06-01,NG,natural gas,57603.154,thousand megawatthours,2001,6
2001-06-01,ALL,all fuels,327693.978,thousand megawatthours,2001,6
2001-06-01,HYC,conventional hydroelectric,20727.63,thousand megawatthours,2001,6
2001-06-01,COL,"coal, excluding waste coal",161824.583,thousand megawatthours,2001,6
2001-06-01,WND,wind,669.634,thousand megawatthours,2001,6
2001-06-01,SUN,solar,91.143,thousand megawatthours,2001,6
2001-06-01,NUC,nuclear,68023.098,thousand megawatthours,2001,6
2001-05-01,HYC,conventional hydroelectric,19175.635,thousand megawatthours,2001,5
2001-05-01,WND,wind,635.029,thousand megawatthours,2001,5
2001-05-01,SUN,solar,81.053,thousand megawatthours,2001,5
2001-05-01,NUC,nuclear,61512.445,thousand megawatthours,2001,5
2001-05-01,COL,"coal, excluding waste coal",150854.923,thousand megawatthours,2001,5
2001-05-01,ALL,all fuels,300491.621,thousand megawatthours,2001,5
2001-05-01,NG,natural gas,50934.205,thousand megawatthours,2001,5
2001-04-01,COL,"coal, excluding waste coal",139974.82,thousand megawatthours,2001,4
2001-04-01,SUN,solar,38.759,thousand megawatthours,2001,4
2001-04-01,NUC,nuclear,56003.026,thousand megawatthours,2001,4
2001-04-01,ALL,all fuels,278078.871,thousand megawatthours,2001,4
2001-04-01,HYC,conventional hydroelectric,18012.994,thousand megawatthours,2001,4
2001-04-01,NG,natural gas,45842.746,thousand megawatthours,2001,4
2001-04-01,WND,wind,684.695,thousand megawatthours,2001,4
2001-03-01,COL,"coal, excluding waste coal",154441.979,thousand megawatthours,2001,3
2001-03-01,SUN,solar,31.498,thousand megawatthours,2001,3
2001-03-01,NUC,nuclear,62140.712,thousand megawatthours,2001,3
2001-03-01,NG,natural gas,44364.414,thousand megawatthours,2001,3
2001-03-01,HYC,conventional hydroelectric,20477.189,thousand megawatthours,2001,3
2001-03-01,ALL,all fuels,300706.544,thousand megawatthours,2001,3
2001-03-01,WND,wind,532.12,thousand megawatthours,2001,3
2001-02-01,ALL,all fuels,282940.198,thousand megawatthours,2001,2
2001-02-01,WND,wind,431.242,thousand megawatthours,2001,2
2001-02-01,SUN,solar,12.568,thousand megawatthours,2001,2
2001-02-01,HYC,conventional hydroelectric,17472.889,thousand megawatthours,2001,2
2001-02-01,COL,"coal, excluding waste coal",148966.69,thousand megawatthours,2001,2
2001-02-01,NG,natural gas,37966.927,thousand megawatthours,2001,2
2001-02-01,NUC,nuclear,61272.407,thousand megawatthours,2001,2
2001-01-01,ALL,all fuels,332493.16,thousand megawatthours,2001,1
2001-01-01,COL,"coal, excluding waste coal",176405.373,thousand megawatthours,2001,1
2001-01-01,WND,wind,389.25,thousand megawatthours,2001,1
2001-01-01,HYC,conventional hydroelectric,18852.048,thousand megawatthours,2001,1
2001-01-01,NG,natural gas,42388.663,thousand megawatthours,2001,1
2001-01-01,NUC,nuclear,68707.077,thousand megawatthours,2001,1
2001-01-01,SUN,solar,6.5,thousand megawatthours,2001,1
